;152;Almeria/Granada/Malaga Province group  ( EA7 );EA7 ;;
;153;White Sea Coast West group  ( R1O );R1O ;;
;156;Basse-Normandie (Manche West) Reg g.  ( F );F ;;
;157;Bretagne (Cotes-D'Armor East etc) Reg  ( F );F ;;
;158;Peloponnisos (Messinia) Region group  ( SV );SV ;;
;159;Aquitaine Region group  ( F );F ;;
;160;Barents Sea Coast group  ( R1P );R1P ;;
;161;Barents Sea Coast East group  ( R1Z );R1Z ;;
;162;White Sea Coast group  ( R1Z );R1Z ;;
;163;Montenegro group  ( 4O );4O ;;
;164;Corsica's Coastal Islands  ( TK );TK ;;2
;165;Sardinia's Coastal Islands  ( I*0 );I*0 ;;2
;166;Sicily's Coastal Islands  ( I*9 );I*9 ;;2
;167;Baixo Alentejo Province group  ( CT );CT ;;
;168;Iceland's Coastal Islands  ( TF );TF ;;2
;169;Albania group  ( ZA );ZA ;;
;170;Dalmatia North group  ( 9A );9A ;;
;171;Jylland North group  ( OZ );OZ ;;
;172;Jylland East & Fyn group  ( OZ );OZ ;;
;173;Lansi-Suomi (Pori) Province group  ( OH1 );OH1 ;;
;174;Makedonia/Thraki Region group  ( SV );SV ;;
;175;Central group  ( CU3-7 );CU3-7 ;;2
;176;Gavleborg County group  ( SM3 );SM3 ;;
;177;Sodermanland/Ostergotland County g.  ( SM5 );SM5 ;;
;178;Parnumaa County/Saaremaa Cty Sth g.  ( ES0);ES0;;2
;179;Mykolayiv/Kherson Obl: Black Sea Coast  ( UR );UR ;;
;180;Respublika Krym: Black Sea Coast group  ( UR );UR ;;
;181;Bulgaria group  ( LZ );LZ ;;
;182;Odes'ka Obl: Black Sea Coast group  ( UR );UR ;;
;183;Sacalinu Mare Island  ( YO );YO ;;
;184;Oulu Province group  ( OH8 );OH8 ;;
;185;Krasnodarskiy Kray: Black Sea Coast g.  ( R6A-D );R6A-D ;;
;186;Turkey group  ( TA );TA ;;
;187;Crete's Coastal Islands  ( SV9 );SV9 ;;2
;188;Pechorskoye Sea Coast West group  ( R1P );R1P ;;
;189;Isle of Rockall  ( GM, MM );GM, MM ;;2
;190P ;Viktoriya Island  ( RI1FJ );RI1FJ ;;2
;191;Fericirii Island  ( YO, UR );YO, UR ;;
NA;;NORTH AMERICA ;;;
;1;Great Bahama Bank group  ( C6 );C6 ;;2
;2;Caicos Islands  ( VP5 );VP5 ;;2
;3;Turks Islands  ( VP5 );VP5 ;;2
;4;North Slope County Centre group  ( KL );KL ;;
;5;Bermuda Islands  ( VP9 );VP9 ;;2
;6;Nunavut (Victoria Island) group  ( VE8, VY0);VE8, VY0;;
;7;Nunavut (Southampton Island) group  ( VY0 );VY0 ;;2
;8;Nunavut (Ellesmere Island) group  ( VY0 );VY0 ;;2
;9;Nunavut (Devon Island) group  ( VY0 );VY0 ;;2
;10;NS Province (Cape Breton Island) group  ( VE1 );VE1 ;;
;11;Clipperton Island  ( FO );FO ;;2
;12;Coco's Island  ( TI9 );TI9 ;1;
;13;Caribbean Sea Coast Centre group  ( YN );YN ;;
;14;NB Province South group  ( VE9 );VE9 ;;
;15;Cuba (Main Island Only)  ( CO, KG4 );CO, KG4 ;;2
;16;Cayman Islands  ( ZF );ZF ;1;
;17;Baja California State South West group  ( XE2 );XE2 ;;
;18;Greenland (Main Island Only)  ( OX );OX ;;2
;19;Kodiak group  ( KL );KL ;;
;20;Aves Island  ( YV0 );YV0 ;1;
;21;Barbados  ( 8P );8P ;1;
;22;Anguilla  ( VP2E );VP2E ;1;
;23;British Virgin Islands  ( VP2V );VP2V ;1;
;24;Grenada  ( J3 );J3 ;;2
;25;The Grenadines  ( J8 );J8 ;;2
;26;NY State group  ( W2 );W2 ;;
;27;Newfoundland Island (Main Island Only)  ( VO1 );VO1 ;;2
;28;Pribilof Islands  ( KL );KL ;;
;29;Prince Edward Island  ( VY2 );VY2 ;;2
;30;Revillagigedo Islands  ( XF4 );XF4 ;;2
;31;RI State group  ( W1 );W1 ;;
;32;St Pierre & Miquelon  ( FP );FP ;;2
;33;San Andres Island  ( HK0 );HK0 ;;2
;34;FL State Centre West group  ( W4 );W4 ;;
;35;Santanilla (Swan) Islands  ( HR );HR ;;
;36;BC Province (Vancouver Island) group  ( VE7 );VE7 ;;
;37;Near Islands (Semichi Islands) group  ( KL );KL ;;
;38;QC Province (La Madeleine Islands) group  ( VE2 );VE2 ;;
;39;Andreanof Islands  ( KL );KL ;;
;40;St Lawrence Island  ( KL );KL ;;
;41;Alexander Archipelago  ( KL );KL ;;
;42;Valdez Cordova County West group  ( KL );KL ;;
;43;Nunavut (Sverdrup Islands) group  ( VY0 );VY0 ;;2
;44;NFLD Province (Labrador) South group  ( VO2 );VO2 ;;2
;45;Quintana Roo State North group  ( XE3 );XE3 ;;
;46;MA State South group  ( W1 );W1 ;;
;47;Nunavut (Baffin Island) group (Main Island)  ( VY0 );VY0 ;;2
;48;Bimini Islands  ( C6 );C6 ;;2
;49;Providencia Island  ( HK0 );HK0 ;;2
;50;North Slope County East group  ( KL );KL ;;
;51;BC Province (Haida Gwaii) group  ( VE7 );VE7 ;;
;52;FL State South West (Collier/Monroe) g.  ( W4 );W4 ;;
;53;Trinity Islands  ( KL );KL ;;
;54;Berry Islands  ( C6 );C6 ;;2
;55;ME State East group  ( W1 );W1 ;;
;56;La Juventud Island group  ( CO4 );CO4 ;1;
;57;Bahia Islands  ( HR );HR ;;
;58;GA State group  ( W4 );W4 ;;
;59;Fox Islands  ( KL );KL ;;
;60;Valle/Choluteca Department group  ( HR );HR ;;
;61;BC Province North group  ( VE7 );VE7 ;;
;62;FL State (Florida Keys) group  ( W4 );W4 ;;
;63;Sable Island  ( CY0 );CY0 ;1;
;64;Near Islands (Agattu & Attu) group  ( KL );KL ;;
;65;WA State North group  ( W7 );W7 ;;
;66;CA State South (Orange/San Diego) group  ( W6 );W6 ;;
;67;NC State East group  ( W4 );W4 ;;
;68;NB Province North group  ( VE9 );VE9 ;;
;69;FL State South West (Charlotte/Lee) g.  ( W4 );W4 ;;
;70;Rat Islands  ( KL );KL ;;
;71;Chiriqui/Veraguas South Province group  ( HP );HP ;;
;72;Panama/Darien Province group  ( HP );HP ;;
;73;Corozal/Belize District group  ( V3 );V3 ;;2
;74;Nunivak Island  ( KL );KL ;;
;75;BC Province (Gulf Islands) group  ( VE );VE ;;
;76;FL State North West (Jefferson etc) group  ( W4 );W4 ;;
;77;QC Province (Anticosti Island) group  ( VE2 );VE2 ;;
;78;Baja California Sur State South West g.  ( XE2 );XE2 ;;
;79;FL State (Dry Tortugas Islands) group  ( W4 );W4 ;;
;80;Little Bahama Bank group  ( C6 );C6 ;;2
;81;NS Province East group  ( VE1 );VE1 ;;
;82;MS State group  ( W5 );W5 ;;
;83;VA State group  ( W4 );W4 ;;
;84;QC Province (St Lawrence Gulf) East g.  ( VE2 );VE2 ;;
;85;FL State North West (Bay to Wakulla) g.  ( W4 );W4 ;;
;86;Ciego De Avila/Camaguey Province N g.  ( CO7 );CO7 ;;2
;87;Shumagin Islands  ( KL );KL ;;
;88;Bocas Del Toro Province group  ( HP );HP ;;
;89;LA State East group  ( W5 );W5 ;;
;90;Quintana Roo State Centre group  ( XE3 );XE3 ;;
;91;BC Province South group  ( VE7 );VE7 ;;
;92;TX State West group  ( W5 );W5 ;;
;93;Pinar Del Rio/La Habana Province group  ( CO1-3 );CO1-3 ;;2
;94;St Paul Island  ( CY9 );CY9 ;1;
;95;Desecheo Island  ( KP5 );KP5 ;1;
;96;Hispaniola (Main Island Only)  ( HH, HI );HH, HI ;;2
;97;Jamaica  ( 6Y );6Y ;1;
;98;Navassa Island  ( KP1 );KP1 ;1;
;99;Puerto Rico  ( KP3, 4 );KP3, 4 ;1;
;100;Antigua & Barbuda  ( V2 );V2 ;1;
;101;Dominica  ( J7 );J7 ;1;
;102;Guadeloupe  ( FG );FG ;;2
;103;Montserrat  ( VP2M );VP2M ;1;
;104;St Kitts & Nevis  ( V4 );V4 ;1;
;105;St Martin (Sint Maarten)  ( FS, PJ7 );FS, PJ7 ;;2
;106;Virgin Islands  ( KP2 );KP2 ;1;
;107;Martinique  ( FM );FM ;1;
;108;St Lucia  ( J6 );J6 ;1;
;109;St Vincent  ( J8 );J8 ;;2
;110;SC State group  ( W4 );W4 ;;
;111;NJ State group  ( W2 );W2 ;;
;112;NC State West group  ( W4 );W4 ;;
;113;South Bahamas group  ( C6 );C6 ;;2
;114;Les Saintes Islands  ( FG );FG ;;2
;115;Clarion Island  ( XF4 );XF4 ;;2
;116;Puntarenas Province West group  ( TI8 );TI8 ;;
;117;Puntarenas Province East group  ( TI8 );TI8 ;;
;118;BC Province (Dundas Islands) group  ( VE7 );VE7 ;;
;119;LA State Centre group  ( W5 );W5 ;;
;120;LA State West group  ( W5 );W5 ;;
;121;Dillingham/Bristol Bay County group  ( KL );KL ;;
;122;Dominican Republic's Coastal Islands  ( HI );HI ;1;
;123;Turneffe Islands  ( V3 );V3 ;;2
;124;Baja California Sur State South East group  ( XE2 );XE2 ;;
;125;QC Province (St Lawrence Gulf) West g.  ( VE2 );VE2 ;;
;126;NS Province South group  ( VE1 );VE1 ;;
;127;NS Province West group  ( VE1 );VE1 ;;
;128;QC Province (St Lawrence Waterway) g.  ( VE2 );VE2 ;;
;129;NWT (Banks Island) group  ( VE8 );VE8 ;;
;130;Nunavut (Baffin's Coastal Islands) East g.  ( VY0 );VY0 ;;2
;131;Nunavut (Kitikmeot Region) East Centre g.  ( VY0 );VY0 ;;2
;132;Bajo Nuevo & Serranilla Bank Cays  ( HK0 );HK0 ;;2
;133;Serrana Bank & Roncador Cays  ( HK0 );HK0 ;;2
;134;Greenland's Coastal Islands North West  ( OX );OX ;;2
;135;Campeche State group  ( XE3 );XE3 ;;
;136;CT State group  ( W1 );W1 ;;
;137;ME State West group  ( W1 );W1 ;;
;138;FL State North East group  ( W4 );W4 ;;
;139;MD State East group  ( W3 );W3 ;;
;140;MD State West group  ( W3 );W3 ;;
;141;FL State South East group  ( W4 );W4 ;;
;142;FL State North West (Escambia etc) group  ( W4 );W4 ;;
;143;TX State East group  ( W5 );W5 ;;
;144;CA State South (Santa Barbara to LA) group  ( W6 );W6 ;;
;145;Sint Eustatius & Saba Islands  ( PJ5, 6 );PJ5, 6 ;1;
;146;St-Barthelemy Island  ( FJ );FJ ;1;
;147;The Grenadines  ( J3 );J3 ;;2
;148;MA State North group  ( W1 );W1 ;;
;149;Haiti's Coastal Islands  ( HH );HH ;;2
;150;Little Diomede Island  ( KL );KL ;;
;151;Greenland's Coastal Islands South East  ( OX );OX ;;2
;152;Nome County North group  ( KL );KL ;;
;153;Yucatan State group  ( XE3 );XE3 ;;
;154;NS Province North group  ( VE1 );VE1 ;;
;155;Limon Province group  ( TI6 );TI6 ;;
;156;Nunavut (Hudson Bay - QC Coast) NW g.  ( VY0 );VY0 ;;2
;157;Valdez Cordova County East group  ( KL );KL ;;
;158;Kenai - Cook Inlet group  ( KL );KL ;;
;159;Nunavut (King George Islands) group  ( VY0 );VY0 ;;2
;160;Cortes/Atlantida/Colon Department group  ( HR );HR ;;
;161;Skagway-Yakutat County group  ( KL );KL ;;
;162;Baja California State North West group  ( XE2 );XE2 ;;
;163;Baja California State East group  ( XE2 );XE2 ;;
;164;Baja California Sur State North West group  ( XE2 );XE2 ;;
;165;Baja California Sur State North East group  ( XE2 );XE2 ;;
;166;Sonora State South group  ( XE2 );XE2 ;;
;167;Sonora State North group  ( XE2 );XE2 ;;
;168;LA State South East group  ( W5 );W5 ;;
;169;WA State West group  ( W7 );W7 ;;
;170;San Blas Province group  ( HP );HP ;;
;171;Sinaloa State group  ( XE2 );XE2 ;;
;172;North Slope County North group  ( KL );KL ;;
;173;Nunavut (Hudson Bay - QC Coast) South g.  ( VY0 );VY0 ;;2
;174;Nunavut (Foxe Basin) group  ( VY0 );VY0 ;;2
;175;Nunavut (Kitikmeot Region) West Centre g.  ( VY0 );VY0 ;;2
;176;QC Province (St Lawrence Gulf) Centre g.  ( VE2 );VE2 ;;
;177;QC Province (Gaspe Peninsula) group  ( VE2 );VE2 ;;
;178;CA State Centre (Sonoma to Santa Cruz) g.  ( W6 );W6 ;;
;179;Guadalupe Island  ( XE2 );XE2 ;;
;180;Stann Creek/Toledo District group  ( V3 );V3 ;;2
;181;BC Province (Estevan group)  ( VE7 );VE7 ;;
;182;NWT (Inuvik Region) East group  ( VE8 );VE8 ;;
;183;Guerrero State group  ( XE3 );XE3 ;;
;184;CA State North group  ( W6 );W6 ;;
;185;Nunavut (Keewatin Region) group  ( VY0 );VY0 ;;2
;186;Nunavut (Hudson Bay - Manitoba Coast) g.  ( VY0 );VY0 ;;2
;187;CA State Centre (Monterey etc) group  ( W6 );W6 ;;
;188;Oaxaca State group  ( XE3 );XE3 ;;
;189;Nayarit/Jalisco State group  ( XE1 );XE1 ;;
;190;El Salvador group  ( YS );YS ;;
;191;Guanacaste Province group  ( TI7 );TI7 ;;
;192;NWT (Inuvik Region) West group  ( VE8 );VE8 ;;
;193;Yukon Territory group  ( VY1 );VY1 ;;2
;194;NFLD Province (Labrador) North group  ( VO2 );VO2 ;;2
;195;Nunavut (Hudson Bay - QC Coast) Centre g  ( VY0 );VY0 ;;2
;196;Nunavut (Belcher Islands) group  ( VY0 );VY0 ;;2
;197;Kenai Peninsula County group  ( KL );KL ;;
;198;Newfoundland's Coastal Islands  ( VO1 );VO1 ;;2
;199;St Martin's Coastal Islands  ( FS );FS ;;2
;200;Quintana Roo State South group  ( XE3 );XE3 ;;
;201;Ciego De Avila/Camaguey Province Sth g.  ( CO7 );CO7 ;;2
;202;Colon/Veraguas North Province group  ( HP );HP ;;
;203;Los Santos/Herrera/Cocle Province group  ( HP );HP ;;
;204;Matanzas to Sancti Spiritus Province g.  ( CO5, 6 );CO5, 6 ;;2
;205;NFLD Province (Labrador) Centre group  ( VO2 );VO2 ;;2
;206;Barren Islands  ( KL );KL ;;
;207;Nunavut (Hudson Bay - ONT Coast) Sth g.  ( VY0 );VY0 ;;2
;208;Nunavut (Kitikmeot Region) East group  ( VY0 );VY0 ;;2
;209;Caribbean Sea Coast South group  ( YN );YN ;;
;210;Nome County Centre group  ( KL );KL ;;
;211;Oregon State group  ( W7 );W7 ;;
;212;Pacific Ocean Coast group  ( YN );YN ;;
;213;Alabama State group  ( W4 );W4 ;;
;214;Nome County South group  ( KL );KL ;;
;215;Northwest Arctic County group  ( KL );KL ;;
;216;Northern Alaska Peninsula West group  ( KL );KL ;;
;217;New Hampshire State group  ( W1 );W1 ;;
;218;Las Tunas to Santiago de Cuba Prov g.  ( CO8 );CO8 ;;2
;219;Cay Sal Bank Cays  ( C6 );C6 ;;2
;220;Greenland's Coastal Islands South West  ( OX );OX ;;2
;221;Veracruz State North group  ( XE1 );XE1 ;;
;222;Southern Alaska Peninsula West group  ( KL );KL ;;
;223;Gracias a Dios Department group  ( HR );HR ;;
;224;Veracruz State South group  ( XE1 );XE1 ;;
;225;Nunavut (Prince of Wales & Somerset) g.  ( VY0 );VY0 ;;2
;226;Colima/Michoacan State group  ( XE1 );XE1 ;;
;227;Nunavut (Kitikmeot Region) West group  ( VY0 );VY0 ;;2
;228;Caribbean Sea Coast North group  ( YN );YN ;;
;229;Nunavut (Hudson Bay – QC Coast) NE g.  ( VY0 );VY0 ;;2
;230;Nunavut (Ottawa Islands) group  ( VY0 );VY0 ;;2
;231;Nunavut (Hudson Bay - ONT Coast) Nth  ( VY0 );VY0 ;;2
;232;St Matthew Island  ( KL );KL ;;
;233;Delarof Islands  ( KL );KL ;;
;234;Islands of Four Mountains  ( KL );KL ;;
;235;Semidi Islands  ( KL );KL ;;
;236;Sanak Islands  ( KL );KL ;;
;237;Southern Alaska Peninsula East group  ( KL );KL ;;
;238;Southern Alaska Peninsula Centre group  ( KL );KL ;;
;239;Northern Alaska Peninsula East group  ( KL );KL ;;
;240;Bethel County group  ( KL );KL ;;
;241;Wade-Hampton County group  ( KL );KL ;;
;242;North Slope County West group  ( KL );KL ;;
;243;Greenland's Coastal Islands North East  ( OX );OX ;;2
;244P ;Marias Islands  ( XE1 );XE1 ;;
;245P ;Rocas Alijos Islands  ( XE2 );XE2 ;;
;246;Tamaulipas State group  ( XE2 );XE2 ;;
;247P ;Sint Maarten’s Coastal Islands  ( PJ7 );PJ7 ;1;
;248P ;Melville Island ( VE8, VY0);VE8, VY0;;
OC;;OCEANIA ;;;
;1;Australia (Main Island Only)  ( VK );VK ;;
;2;Christmas Island  ( VK9 );VK9 ;;2
;3;Cocos (Keeling) Islands  ( VK9 );VK9 ;;2
;4;Lord Howe Island  ( VK9 );VK9 ;;2
;5;Norfolk Island  ( VK9 );VK9 ;;2
;6;Tasmania (Main Island Only)  ( VK7 );VK7 ;;
;7;Willis Islands  ( VK9 );VK9 ;;2
;8;Bismarck Archipelago  ( P2 );P2 ;;2
;9;Palau Islands  ( T8 );T8 ;;2
;10;Pohnpei Islands  ( V6 );V6 ;;2
;11;Chuuk Islands  ( V6 );V6 ;;2
;12;Yap Islands  ( V6 );V6 ;;2
;13;Rarotonga Island  ( E5 );E5 ;;2
;14;Manihiki Atoll  ( E5 );E5 ;;2
;15;Tuvalu Islands  ( T2 );T2 ;1;
;16;Viti Levu & Vanua Levu group  ( 3D2 );3D2 ;;2
;17;Gilbert Islands  ( T30 );T30 ;1;
;18;Banaba (Ocean) Island  ( T33 );T33 ;1;
;19;Hawaiian Islands  ( KH6, 7 );KH6, 7 ;;2
;20;Kure Atoll  ( KH7K );KH7K ;;2
;21;Java (Jawa) Island (Main Island Only)  ( YB0-3 );YB0-3 ;;2
;22;Bali Island  ( YB9 );YB9 ;;2
;23;Johnston Atoll  ( KH3 );KH3 ;1;
;24;Kiritimati (Christmas) Island  ( T32 );T32 ;;2
;25;Admiralty Islands  ( P2 );P2 ;;2
;26;Guam Island  ( KH2 );KH2 ;1;
;27;Marquesas Islands  ( FO );FO ;;2
;28;Ralik Chain  ( V7 );V7 ;;2
;29;Ratak Chain  ( V7 );V7 ;;2
;30;Midway Islands  ( KH4 );KH4 ;1;
;31;Nauru  ( C2 );C2 ;1;
;32;New Caledonia Island  ( FK );FK ;;2
;33;Loyalty Islands  ( FK );FK ;;2
;34;New Guinea (Main Island Only)  ( P2, YB9 );P2, YB9 ;;
;35;New Hebrides  ( YJ );YJ ;;2
;36;NZ North Island (Main Island Only)  ( ZL );ZL ;;2
;37;Campbell Island  ( ZL9 );ZL9 ;;2
;38;Chatham Islands  ( ZL7 );ZL7 ;1;
;39;Kermadec Islands  ( ZL8 );ZL8 ;1;
;40;Niue Island  ( E6 );E6 ;1;
;41;Ninigo group  ( P2 );P2 ;;2
;42;Luzon Island (Main Island Only)  ( DU1-4 );DU1-4 ;;2
;43;Phoenix Islands  ( T31 );T31 ;1;
;44;Pitcairn Island  ( VP6 );VP6 ;;2
;45;Tutuila Island  ( KH8 );KH8 ;;2
;46;Windward Islands  ( FO );FO ;;2
;47;Solomon Islands  ( H44 );H44 ;;2
;48;Tokelau Islands  ( ZK3 );ZK3 ;1;
;49;Tongatapu group  ( A3 );A3 ;;2
;50;Rurutu & Rimatara Islands  ( FO );FO ;;2
;51;Rapa & Marotiri Islands  ( FO );FO ;;2
;52;Duke of Gloucester Islands  ( FO );FO ;;2
;53;Wake Island  ( KH9 );KH9 ;1;
;54;Wallis Islands  ( FW );FW ;;2
;55;French Frigate Shoals  ( KH6, 7 );KH6, 7 ;;2
;56;Henderson Island  ( VP6 );VP6 ;;2
;57;Maupihaa group  ( FO );FO ;;2
;58;D'Entrecasteaux Reefs  ( FK );FK ;;2
;59;Kosrae (Kusaie) Island  ( V6 );V6 ;;2
;60;Rotuma Island  ( 3D2 );3D2 ;;2
;62;Pukapuka Atoll  ( FO );FO ;;2
;63;Gambier Islands  ( FO );FO ;;2
;64;Vava'u group  ( A3 );A3 ;;2
;65;Reef (Swallow) Islands  ( H40 );H40 ;;2
;66;Tuamotu Archipelago  ( FO );FO ;;2
;67;Leeward Islands ( FO );FO ;;2
;68;Snares Islands  ( ZL );ZL ;;2
;69;Lihir group  ( P2 );P2 ;;2
;70;Seram group  ( YB8 );YB8 ;;2
;71;WA State (N Coast) West group  ( VK6 );VK6 ;;
;72;Mellish Reef  ( VK9 );VK9 ;;2
;73;Minami Torishima (Marcus Island)  ( JD );JD ;;2
;74;Auckland Islands  ( ZL9 );ZL9 ;;2
;75;Riau Islands  ( YB5 );YB5 ;;2
;76;Sula Islands  ( YB8 );YB8 ;;2
;77;Manua Islands  ( KH8 );KH8 ;;2
;78;Ulithi Atoll  ( V6 );V6 ;;2
;79;Belep Islands  ( FK );FK ;;2
;80;Suwarrow Atoll (Suvorov)  ( E5 );E5 ;;2
;81;Jarvis Island  ( KH5 );KH5 ;;2
;82;Penrhyn Atoll (Tongareva)  ( E5 );E5 ;;2
;83;Aitutaki group  ( E5 );E5 ;;2
;84;Tabuaeran & Teraina Islands  ( T32 );T32 ;;2
;85;Palmyra Atoll  ( KH5 );KH5 ;;2
;86;Northern Mariana Islands  ( KH0 );KH0 ;1;
;87;Enewetak (Eniwetok) Atoll  ( V7 );V7 ;;2
;88;Borneo (Main Island Only)  ( 9M,V8,YB7);9M,V8,YB7;;2
;89;Baker & Howland Islands  ( KH1 );KH1 ;1;
;90;Calamian group  ( DU1 );DU1 ;;2
;91;Polillo Islands  ( DU1 );DU1 ;;2
;92;Babuyan Islands  ( DU2 );DU2 ;;2
;93;Batan Islands  ( DU2 );DU2 ;;2
;94;Disappointment Islands  ( FO );FO ;;2
;95;Lau group  ( 3D2 );3D2 ;;2
;96;Kingman Reef  ( KH5K );KH5K ;1;
;97;Samoa Islands  ( 5W );5W ;1;
;98;Pukapuka Atoll (Danger Islands)  ( E5 );E5 ;;2
;99;Tabar Islands  ( P2 );P2 ;;2
;100;Nendo Island  ( H40 );H40 ;;2
;101;Feni Islands  ( P2 );P2 ;;2
;102;Tanga Islands  ( P2 );P2 ;;2
;103;St Matthias group  ( P2 );P2 ;;2
;104;Banks Islands  ( YJ );YJ ;;2
;105;Cagayan De Sulu group  ( DU8 );DU8 ;;2
;106;Natuna Besar Islands  ( YB5 );YB5 ;;2
;107;Lingga Islands  ( YB5 );YB5 ;;2
;108;Anambas Islands  ( YB5 );YB5 ;;2
;109;Natuna Selatan Islands  ( YB5 );YB5 ;;2
;110;Torres Islands  ( YJ );YJ ;;2
;111;Shepherd Islands  ( YJ );YJ ;;2
;112;Conway Reef (Ceva-I-Ra)  ( 3D2 );3D2 ;;2
;113;Actaeon group  ( FO );FO ;;2
;114;Raivavae Island  ( FO );FO ;;2
;115;Trobriand Islands  ( P2 );P2 ;;2
;116;D'Entrecasteaux Islands  ( P2 );P2 ;;2
;117;Louisiade Archipelago  ( P2 );P2 ;;2
;118;Futuna Islands  ( FW );FW ;;2
;119;Jolo group  ( DU8 );DU8 ;;2
;120;Cuyo Islands  ( DU1 );DU1 ;;2
;121;Mamanuca (Mamanutha) group  ( 3D2 );3D2 ;;2
;122;Tambelan Islands  ( YB5 );YB5 ;;2
;123;Niuafo'ou Island  ( A3 );A3 ;;2
;124;Palmerston Atoll  ( E5 );E5 ;;2
;125;Semirara Islands  ( DU6 );DU6 ;1;
;126;Lubang Islands  ( DU1 );DU1 ;;2
;127;Rennell Island  ( H44 );H44 ;;2
;128;Palawan Island  ( DU1 );DU1 ;;2
;129;Visayan Islands  ( DU5-7 );DU5-7 ;;2
;130;Mindanao Island (Main Island Only)  ( DU8, 9 );DU8, 9 ;;2
;131;King George Islands  ( FO );FO ;;2
;132;East Yap group  ( V6 );V6 ;;2
;133;Sabah's Coastal Islands  ( 9M6 );9M6 ;;2
;134;NZ South Island (Main Island Only)  ( ZL );ZL ;;2
;135;North Solomon Islands  ( P2 );P2 ;;2
;136;VIC State Centre group  ( VK3 );VK3 ;;
;137;QLD State (S Coast) South group  ( VK4 );VK4 ;;
;138;QLD State (Torres Strait) group  ( VK4 );VK4 ;;
;139;SA State East Centre group  ( VK5 );VK5 ;;
;140;WA State (NW Coast) West group  ( VK6 );VK6 ;;
;141;NT (Gulf of Carpentaria) North group  ( VK8 );VK8 ;;
;142;QLD State (S Coast) Centre group  ( VK4 );VK4 ;;
;143;Sumatra Island (Main Island Only)  ( YB4-6 );YB4-6 ;;2
;144;Bangka & Belitung Islands  ( YB4 );YB4 ;;2
;145;Halmahera group  ( YB8 );YB8 ;;2
;146;Celebes Island (Main Island Only)  ( YB8 );YB8 ;;2
;147;West Papua’s Coastal Islands North  ( YB9 );YB9 ;;2
;148;Timor Island (Main Island Only)  ( YB9, 4W );YB9, 4W ;;2
;149;New Georgia Islands  ( H44 );H44 ;;2
;150;Tenggara Barat Islands  ( YB9 );YB9 ;;2
;151;Tenggara Timur Islands  ( YB9 );YB9 ;;2
;152;Tubuai Island  ( FO );FO ;;2
;153;PNG's Coastal Islands South  ( P2 );P2 ;;2
;154;WA State (N Coast) East group  ( VK6 );VK6 ;;
;155;West Chuuk group  ( V6 );V6 ;;2
;156;Yasawa group  ( 3D2 );3D2 ;;2
;157;Banda Islands  ( YB8 );YB8 ;;2
;158;Florida Islands  ( H44 );H44 ;;2
;159;Mangaia Island  ( E5 );E5 ;;2
;160;QLD State (S Coast) North group  ( VK4 );VK4 ;;
;161;Nias & Batu Islands  ( YB6 );YB6 ;;2
;162;Shortland Islands  ( H44 );H44 ;;2
;163;Vanikolo & Utupua Islands  ( H40 );H40 ;;2
;164;WA State (SW Coast) South group  ( VK6 );VK6 ;;
;165;Sarawak's Coastal Islands  ( 9M8 );9M8 ;;2
;166;Kalimantan's Coastal Islands East  ( YB7 );YB7 ;;2
;167;Kapingamarangi Atoll  ( V6 );V6 ;;2
;168;Russell Islands  ( H44 );H44 ;;2
;169;Ha'apai group  ( A3 );A3 ;;2
;170;WA State (S Coast) East Centre group  ( VK6 );VK6 ;;
;171;QLD State (N Coast) South group  ( VK4 );VK4 ;;
;172;QLD State (N Coast) Centre group  ( VK4 );VK4 ;;
;173;NT (Arafura Sea Coast) West group  ( VK8 );VK8 ;;
;174;Tawi Tawi group  ( DU8 );DU8 ;;2
;175;Sarangani Islands  ( DU9 );DU9 ;;2
;176;Chesterfield Islands  ( FK );FK ;;2
;177;Seribu Islands  ( YB0 );YB0 ;;2
;178;Tikopia & Anuta Islands  ( H40 );H40 ;;2
;179;Duff Islands  ( H40 );H40 ;;2
;180;Ngulu Atoll  ( V6 );V6 ;;2
;181;Witu Islands  ( P2 );P2 ;;2
;182;Ducie Island  ( VP6 );VP6 ;;2
;183;WA State (SW Coast) Centre group  ( VK6 );VK6 ;;
;184;Brunei's Coastal Islands  ( V8 );V8 ;;2
;185;NT (Arafura Sea Coast) East group  ( VK8 );VK8 ;;
;186;Karimunjawa Islands  ( YB2 );YB2 ;;2
;187;QLD State (N Coast) North group  ( VK4 );VK4 ;;
;188;Pangutaran group  ( DU8 );DU8 ;;2
;189;Ringgold Isles  ( 3D2 );3D2 ;;2
;190;Rose Atoll  ( KH8 );KH8 ;;2
;191;Niuatoputapu Island  ( A3 );A3 ;;2
;192;Ontong Java Atoll  ( H44 );H44 ;;2
;193;WA State (S Coast) West Centre group  ( VK6 );VK6 ;;
;194;NSW State North group  ( VK2 );VK2 ;;
;195;Furneaux group  ( VK7 );VK7 ;;
;196;VIC State East group  ( VK3 );VK3 ;;
;197;Bawean Island  ( YB3 );YB3 ;;2
;198;NT (Gulf of Carpentaria) South group  ( VK8 );VK8 ;;
;199;WA State (NW Coast) Centre group  ( VK6 );VK6 ;;
;200;Swains Island  ( KH8 );KH8 ;;2
;201;North Island's Coastal Islands ( ZL );ZL ;;2
;202;Calagua Islands  ( DU4 );DU4 ;;2
;203;South Island's Coastal Islands  ( ZL );ZL ;;2
